strategy,frame,target_x_m,target_y_m,target_z_m,actual_x_m,actual_y_m,actual_z_m,position_error_m,orientation_error_rad,delta_q_norm_rad,success,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
independent_zero,10,0.6459845900535583,0.16833052681823746,0.8296611452102661,0.6462213397026062,0.16839845478534698,0.8298182487487793,0.00029214059432621306,0.00021794412698798585,0.007019216011826481,True,0.19265770005685434,0.5327454401576062,0.1205413802283843,-0.7051419447084878,0.01885606709748479,0.6337625180223688,-0.08001141874483417
independent_zero,11,0.6459845900535583,0.167509881743067,0.8310003162607169,0.6462090611457825,0.16757793724536896,0.8311462998390198,0.0002762788949086977,0.00022046162193421412,0.00684823019011894,True,0.19132046236683048,0.533638386852416,0.121187166654211,-0.7002456283838053,0.0198779949749005,0.6378689142001396,-0.08143089698802095
independent_zero,12,0.6459845900535583,0.1666202745359527,0.8322947027790403,0.6461970806121826,0.1666889637708664,0.8324301242828369,0.00026116935537697324,0.0002238196575825118,0.006671856603311842,True,0.18981773961667864,0.5344512699366287,0.12192498916931982,-0.6955900292348418,0.021003735904834224,0.6418278333603594,-0.08299147281271439
independent_zero,13,0.6459845900535583,0.1656641435484134,0.8335407569417612,0.6461857557296753,0.16573397815227509,0.8336660265922546,0.00024705664629563707,0.0002266002940496743,0.00649220393024074,True,0.18815359945330667,0.5351800001042704,0.1227522617131612,-0.6911915699068382,0.0222301773243568,0.6456271228273217,-0.08468815145054404
independent_zero,14,0.6459845900535583,0.1646441094690261,0.8347350634010319,0.646174967288971,0.16471561789512634,0.8348508477210999,0.00023401486179360696,0.00022929765476299187,0.00631178303978343,True,0.18633232002192993,0.5358207068932126,0.12366640273966828,-0.6870660273039241,0.023554103489870505,0.6492550605705003,-0.08651587485407938
independent_zero,15,0.6459845900535583,0.16356296814030072,0.8358743486458625,0.6461648344993591,0.16363665461540222,0.8359813094139099,0.00022216742055531762,0.0002317389631424674,0.00613352277884814,True,0.18435838658617582,0.5363697757851426,0.12466483701111625,-0.6832284361579719,0.024972203972019436,0.6527004088369575,-0.08846953843034659
independent_zero,16,0.6459845900535583,0.16242368289547005,0.8369554899745879,0.6461554169654846,0.16250008344650269,0.8370543122291565,0.0002116239968301684,0.00023462753485718326,0.00596076950427479,True,0.18223648964065953,0.536823885595487,0.1257449953664387,-0.6796929922868774,0.026481080603480495,0.6559524675881224,-0.09054400473945344
independent_zero,17,0.6459845900535583,0.16122937643619942,0.8379755240539752,0.646146833896637,0.16130901873111725,0.8380670547485352,0.00020259276345249128,0.00023698100684860606,0.00579726080549179,True,0.17997152439242523,0.5371800455505336,0.12690431263653143,-0.6764729568450952,0.028077252884198812,0.6590011271895624,-0.09273411415757604
independent_zero,18,0.6459845900535583,0.15998332227347847,0.8389316550415146,0.6461390852928162,0.16006673872470856,0.8390166163444519,0.00019505257313339792,0.0002396827021268255,0.0056470615011468325,True,0.17756859139017592,0.5374356314251141,0.12814022400810637,-0.6735805629525489,0.02975716175831049,0.6618369196126044,-0.09503469247730816
independent_zero,19,0.6459845900535583,0.1586889357551551,0.8398212622486289,0.6461321711540222,0.15877662599086761,0.8399006724357605,0.00018914475005593986,0.0002414152573934841,0.005514449436223898,True,0.17503299813155315,0.537588420019919,0.12945016000147824,-0.6710269261457357,0.03151717184740041,0.6644510675124233,-0.09744055553515787
independent_zero,20,0.6459845900535583,0.1573497647047043,0.8406419073237993,0.6461262702941895,0.15744227170944214,0.8407167196273804,0.00018500734384873106,0.00024360458805216325,0.00540374114943798,True,0.17237026143619058,0.5376366212879343,0.13083154026019547,-0.6688219601383971,0.0333535721983643,0.666835530357029,-0.09994651094578334
independent_zero,21,0.6459845900535583,0.15596947969689068,0.8413913409359172,0.6461213827133179,0.15606732666492462,0.8414624333381653,0.00018259351186427196,0.00024584060215131735,0.005319055975860945,True,0.16958611032485837,0.5375789074285262,0.13228176648048542,-0.6669742993530152,0.03526257553559281,0.6689830469456465,-0.10254735705162095
independent_zero,22,0.6459845900535583,0.1545518639969783,0.8420675089395442,0.6461175084114075,0.1546555459499359,0.842136025428772,0.00018196633347549625,0.000247720944622471,0.00526403164268828,True,0.16668648920070564,0.5374144382474573,0.1337982146033303,-0.6654912296649291,0.03724031617217951,0.6708871735245736,-0.1052378792494269
independent_zero,23,0.6459845900535583,0.15310080319106328,0.8426685580051821,0.646114706993103,0.1532108187675476,0.8427355289459229,0.00018308181758259522,0.0002492111185546614,0.0052415236037148365,True,0.16367756107742878,0.5371428821910404,0.1353782265193047,-0.6643786286640666,0.03928284672412455,0.6725423169628834,-0.10801284394230619
independent_zero,24,0.6459845900535583,0.1516202745359527,0.8431928406991207,0.6461130380630493,0.15173710882663727,0.843259334564209,0.0001859316452794854,0.0002511439781852574,0.005253336397968294,True,0.1605657105793693,0.5367644324951018,0.13701910151343644,-0.66364091659014,0.041386133659619434,0.6739437622008057,-0.11086699023801125
independent_zero,25,0.6459845900535583,0.1501143360577799,0.8436389199989381,0.6461125016212463,0.15023845434188843,0.8437060713768005,0.0001904626607691401,0.00025275316426403807,0.005300040705144013,True,0.15735754651833264,0.5362798179928546,0.13871808759669213,-0.6632810190138303,0.04354605199875914,0.6750876937246646,-0.113795019793584
independent_zero,26,0.6459845900535583,0.14858711542923708,0.8440055732322803,0.6461129784584045,0.14871898293495178,0.8440744876861572,0.00019652435858060692,0.0002541086871761361,0.0053809159209787585,True,0.15405990375194561,0.5356903082339393,0.14047237292615347,-0.6633003419248374,0.04575837920542857,0.675971210435273,-0.1167915849503484
independent_zero,27,0.6459845900535583,0.14704279865591122,0.8442917954281203,0.646114706993103,0.14718283712863922,0.8443636894226074,0.00020423011101153426,0.000255335212716197,0.005494029623807855,True,0.1506798441294221,0.5349977126992488,0.14227907745910337,-0.6636987598474292,0.04801878859678512,0.6765923338652943,-0.11985127559459871
independent_zero,28,0.6459845900535583,0.1454856186027339,0.8444968020713143,0.6461175680160522,0.1456342339515686,0.8445727229118347,0.00021338611586421946,0.0002565586857018206,0.00563643148060321,True,0.14722465627276715,0.5342043740018917,0.1441352449832015,-0.6644746171621597,0.0503228423773264,0.6769500094363917,-0.1229686049538277
independent_zero,29,0.6459845900535583,0.1439198433919926,0.8446200312529033,0.6461215019226074,0.14407743513584137,0.8447010517120361,0.00022392930226726053,0.00025733274808713877,0.005804416169388563,True,0.14370185404413685,0.5333131551395428,0.14603783561053485,-0.6656247426641821,0.05266598463592602,0.6770441009589167,-0.12613799477531462
independent_zero,30,0.6459845900535583,0.14234976470470428,0.8446611452102661,0.6461265087127686,0.14251668751239777,0.8447483777999878,0.00023582547417495752,0.0002583198879472267,0.0059938037366548775,True,0.140119173478075,0.5323274209527208,0.1479837188542349,-0.6671444770074026,0.055043534439663123,0.6768753783865668,-0.12935376013682406
independent_zero,31,0.6459845900535583,0.14077968601741597,0.8446200312529033,0.6461326479911804,0.14095626771450043,0.8447144627571106,0.0002490372615191931,0.0002595477808060743,0.006200196005976639,True,0.13648456808828807,0.5312510141127879,0.14996966730767455,-0.6690277125206602,0.05745067937896025,0.676445499265964,-0.13261009433539434
independent_zero,32,0.6459845900535583,0.1392139108066747,0.8444968020713143,0.6461397409439087,0.13940048217773438,0.8445995450019836,0.000263508605320817,0.00026044576595551374,0.006419184764744509,True,0.1328062023705061,0.530088226045852,0.15199235102080844,-0.6712669445019428,0.05988246968862661,0.6757569841993695,-0.1359010541080253
independent_zero,33,0.6459845900535583,0.13765673075349735,0.8442917954281203,0.6461479067802429,0.13785354793071747,0.8444038033485413,0.0002792044568069985,0.0002609143202002885,0.006646504359782449,True,0.12909244354680136,0.5288437633721833,0.15404833254047606,-0.673853333082667,0.06233381327265408,0.6748131869740244,-0.13922054560350622
independent_zero,34,0.6459845900535583,0.13611241398017151,0.8440055732322803,0.6461569666862488,0.13631974160671234,0.8441276550292969,0.00029597704875131153,0.00026175127487454767,0.006878132783148414,True,0.12535185134834753,0.5275227103944,0.15613406262886,-0.6767767742882143,0.06479947179777297,0.6736182598399413,-0.14256231135161548
independent_zero,35,0.6459845900535583,0.13458519335162866,0.8436389199989381,0.646166980266571,0.13480325043201447,0.8437720537185669,0.0003139102856094146,0.00026234949038476404,0.0071103510221206595,True,0.12159316598483924,0.5261304883693166,0.15824587665967715,-0.6800259791242181,0.06727405815312255,0.6721771148928565,-0.145919918665334
independent_zero,36,0.6459845900535583,0.13307925487345587,0.8431928406991207,0.6461777687072754,0.13330821692943573,0.8433377742767334,0.0003327872552398411,0.0002629831906960229,0.0073397716058580835,True,0.11782529426213609,0.5246728122730683,0.1603799916128245,-0.6835885591438937,0.06975203538434076,0.6704953820467655,-0.14928674963108574
independent_zero,37,0.6459845900535583,0.13159872621834529,0.8426685580051821,0.646189272403717,0.13183875381946564,0.8428260684013367,0.00035258706536518236,0.00026382510247259435,0.007563346361633114,True,0.11405729388941231,0.5231556457612073,0.16253250366579425,-0.6874511170306433,0.07222771736629709,0.6685793645735717,-0.15265599307026184
independent_zero,38,0.6459845900535583,0.13014766541243028,0.8420675089395442,0.6462015509605408,0.13039889931678772,0.8422382473945618,0.00037328558755878776,0.0002637711077050685,0.0077783609296360875,True,0.11029835612304768,0.5215851551162954,0.16469938629988548,-0.6915993407393207,0.07469527129032473,0.6664359928254707,-0.15602063861605564
independent_zero,39,0.6459845900535583,0.1287300497125179,0.8413913409359172,0.646214485168457,0.12899257242679596,0.8415759205818176,0.00039476522775814795,0.00026447226380131323,0.007982421752113021,True,0.10655778685705014,0.519967662850463,0.16687648892720122,-0.6960180997712921,0.07714872221927137,0.6640727771465026,-0.15937347328634435
independent_zero,40,0.6459845900535583,0.1273497647047043,0.8406419073237993,0.646228015422821,0.12762363255023956,0.8408408164978027,0.0004169224948615036,0.0002651648100119511,0.00817343910825406,True,0.10284498626382378,0.5183096016230259,0.16905953588236053,-0.700691542166684,0.07958195974536475,0.6614977603993899,-0.16270708058768757
independent_zero,41,0.6459845900535583,0.1260105936542535,0.8398212622486289,0.6462420225143433,0.12629584968090057,0.8400350213050842,0.00043969922312980076,0.00026575339498777814,0.008349608643076488,True,0.0991694271459557,0.5166174691434225,0.17124412582933796,-0.7056031909562828,0.08198874683959598,0.6587194708934258,-0.16601384238291186
independent_zero,42,0.6459845900535583,0.1247162071359301,0.8389316550415146,0.6462565064430237,0.1250128597021103,0.839160680770874,0.0004630270538421997,0.0002662033190092253,0.00850939286631008,True,0.09554063219124945,0.5148977845671293,0.17342573163090888,-0.710736039018759,0.08436273102095926,0.6557468764833403,-0.169285943781374
independent_zero,43,0.6459845900535583,0.12347015297320917,0.8379755240539752,0.6462713479995728,0.12377816438674927,0.8382200598716736,0.00048672262800363947,0.0002669882299798487,0.008651503295583042,True,0.09196815025403161,0.5131570468692486,0.17559970044703413,-0.7160726412509754,0.0866974578108727,0.6525893399475312,-0.17251538094472357
independent_zero,44,0.6459845900535583,0.12227584651393855,0.8369554899745879,0.6462864279747009,0.1225951761007309,0.837215781211853,0.0005107142487121829,0.00026762273123648805,0.008774883859219037,True,0.08846153185077507,0.511401695598562,0.17776125430175516,-0.7215952033083766,0.08898638656651957,0.6492565764562865,-0.17569397213446739
independent_zero,45,0.6459845900535583,0.12113656126910786,0.8358743486458625,0.646301805973053,0.12146712839603424,0.836150586605072,0.000534984088635739,0.0002685527356875199,0.008878695651029255,True,0.08503030399864665,0.5096380743437438,0.1799054911135936,-0.7272856662122499,0.09122290859908794,0.6457586132784335,-0.17881337194830285
independent_zero,46,0.6459845900535583,0.12005541994038246,0.8347350634010319,0.6463173627853394,0.12039710581302643,0.8350273966789246,0.000559415473458631,0.00026899372153507656,0.008962303166684553,True,0.08168394453487561,0.5078723971318561,0.18202738613611297,-0.7331257862877251,0.09340036758942656,0.6421057519087684,-0.18186508876856244
independent_zero,47,0.6459845900535583,0.11903538586099516,0.8335407569417612,0.6463330388069153,0.11938805878162384,0.8338491916656494,0.0005838892887874839,0.00026992740125249476,0.009025262099323604,True,0.07843185606317656,0.5061107179536967,0.18412179404540077,-0.7390972101162991,0.09551208229369537,0.6383085329604438,-0.18484050558680465
independent_zero,48,0.6459845900535583,0.11807925487345586,0.8322947027790403,0.6463487148284912,0.11844275146722794,0.8326192498207092,0.0006083152206380176,0.00027069082778875564,0.009067308623527866,True,0.07528333958248135,0.5043589034967253,0.18618345179056475,-0.7451815442578709,0.09755137130329535,0.6343777037445552,-0.18773090402989012
independent_zero,49,0.6459845900535583,0.11718964766634157,0.8310003162607169,0.6463644504547119,0.11756376922130585,0.8313409090042114,0.0006326644285674316,0.00027173671285061324,0.009088350210672108,True,0.07224756790100713,0.5026226091500202,0.18820698225459287,-0.751360419614771,0.09951157994773983,0.6303241885961417,-0.19052749169850586
independent_zero,50,0.6459845900535583,0.11636900259117114,0.8296611452102661,0.6463801264762878,0.11675354093313217,0.830017626285553,0.0006568086138149026,0.0002727860961479695,0.009088457960684604,True,0.06933355890884631,0.5009072582510656,0.19018689902743352,-0.7576155505167982,0.10138610905668394,0.6261590618781687,-0.19322143267860734
independent_zero,51,0.6459845900535583,0.11561956897905325,0.8282808602024525,0.6463956236839294,0.1160142719745636,0.8286530375480652,0.0006806284423591074,0.00027349268310553873,0.009067860433402611,True,0.06655014868573284,0.49921802453851327,0.19211761243208286,-0.7639287885559033,0.10316844552894917,0.6218935235338069,-0.19580388120220432
independent_zero,52,0.6459845900535583,0.11494340097542627,0.8268632445025401,0.6464110016822815,0.11534800380468369,0.8272508978843689,0.0007041345546106369,0.00027466479042881435,0.009026939005494096,True,0.06390596441649084,0.49755981770548546,0.19399343707240385,-0.7702821713748768,0.10485219444842768,0.6175388769699156,-0.19826601828453463
independent_zero,53,0.6459845900535583,0.11434235190978824,0.8254121836966252,0.6464261412620544,0.11475655436515808,0.8258150219917297,0.0007271931213656532,0.00027572418549288514,0.00896622471383783,True,0.061409397273956536,0.4959372719465508,0.19580860107568918,-0.7766579667071868,0.10643111266557889,0.6131065091462584,-0.2005990912887599
independent_zero,54,0.6459845900535583,0.11381806921584968,0.8239316550415146,0.6464410424232483,0.11424155533313751,0.8243493437767029,0.000749768722229936,0.0002769103182367885,0.00888639664729332,True,0.05906857492935446,0.4943547373507648,0.19755725740262725,-0.7830387118364166,0.10789914350899585,0.6086078725235007,-0.20279445617925235
independent_zero,55,0.6459845900535583,0.11337198991603224,0.8224257165633417,0.6464556455612183,0.1138044148683548,0.8228577971458435,0.0007717371705852781,0.00027797329863609176,0.008788281804570745,True,0.056891334014914925,0.4928162739995685,0.1992334973625261,-0.7894072489479972,0.10925045246180429,0.6040544686754727,-0.2048436222926138
independent_zero,56,0.6459845900535583,0.11300533668269011,0.8208984959347989,0.6464698314666748,0.11344632506370544,0.8213446736335754,0.0007930980519956521,0.0002787589472166252,0.008672856493308156,True,0.05488519200732328,0.4913256485786034,0.20083136668279,-0.7957467565205822,0.11047946346075861,0.5994578331618561,-0.20673829934825405
independent_zero,57,0.6459845900535583,0.11271911448685015,0.819354179161473,0.6464837193489075,0.11316826939582825,0.8198139071464539,0.0008137690126254341,0.00027992101782044047,0.008541249127858709,True,0.053057318964655,0.4898863333604384,0.20234488425661779,-0.8020407773005018,0.11158089561244462,0.5948295214750913,-0.2084704464632059
independent_zero,58,0.6459845900535583,0.11251410784365609,0.8177969991082957,0.6464971303939819,0.11297101527452469,0.8182697892189026,0.0008336620955951579,0.00028104129505303197,0.00839474443811119,True,0.05141450862979674,0.488501507373142,0.20376806399865247,-0.8082732430532756,0.11254979995576384,0.5901810957416177,-0.21003232290071042
independent_zero,59,0.6459845900535583,0.11239087866206707,0.8162312238975544,0.6465100646018982,0.11285509169101715,0.8167166113853455,0.0008527709249875165,0.0002819123117494844,0.008234788884432374,True,0.049963149068149366,0.4871740595788663,0.2050949397994686,-0.8144284965136344,0.11338159585525148,0.5855241117669906,-0.21141654002134957
independent_zero,60,0.6459845900535583,0.11234976470470429,0.8146611452102661,0.6465225219726562,0.11282080411911011,0.8151585459709167,0.0008710088381893489,0.000282801242668757,0.008062997060675297,True,0.048709192719863834,0.4859065938902671,0.20631959376903636,-0.8204913108214499,0.11407210680424489,0.5808701062304126,-0.21261611420574475
independent_zero,61,0.6459845900535583,0.11239087866206707,0.8130910665229778,0.6465345025062561,0.11286825686693192,0.8135998845100403,0.0008883633266126873,0.00028350304886953044,0.007881158678431513,True,0.0476581258450299,0.4847014358695728,0.20743618806374567,-0.8264469067731613,0.11461759516155076,0.5762305838100535,-0.21362452031858306
independent_zero,62,0.6459845900535583,0.11251410784365609,0.8115252913122365,0.6465458869934082,0.11299730837345123,0.8120449185371399,0.0009047372323166103,0.0002841356904207768,0.007691245559803693,True,0.0468149373989913,0.4835606409182848,0.20843899999475404,-0.8322809681646164,0.11501479540417782,0.5716170037779895,-0.21443574504178925
independent_zero,63,0.6459845900535583,0.11271911448685015,0.8099681112590592,0.6465567946434021,0.11320759356021881,0.8104979395866394,0.0009201890862555281,0.00028474773952453874,0.007495417665897583,True,0.04618408735587523,0.4824860038116991,0.20932246072050617,-0.8379796554962712,0.11526094553122632,0.567040766055584,-0.21504433978673543
independent_zero,64,0.6459845900535583,0.11300533668269011,0.8084237944857333,0.6465670466423035,0.11349852383136749,0.8089631795883179,0.0009345723783010473,0.00028507988157845416,0.007296026876913127,True,0.04576947455662557,0.48147906939042495,0.21008119716542917,-0.8435296182654239,0.1153538161422508,0.5625131963558127,-0.21544547245565548
independent_zero,65,0.6459845900535583,0.11337198991603223,0.8068965738571905,0.6465767025947571,0.113869309425354,0.8074448704719543,0.0009479204257522739,0.00028529001444439165,0.007095616590388434,True,0.045574404324730956,0.4805411442574006,0.21071007704345374,-0.8489180060892301,0.11529173686199416,0.5580455303469685,-0.21563497760840897
independent_zero,66,0.6459845900535583,0.11381806921584968,0.8053906353790177,0.6465857625007629,0.11431891471147537,0.8059471845626831,0.0009602090999387382,0.0002852203859504531,0.0068969146245730795,True,0.04560155591091672,0.4796733093112229,0.2112042567783027,-0.8541324788240152,0.11507361953376993,0.5536488966390142,-0.21560940431637
independent_zero,67,0.6459845900535583,0.11434235190978823,0.8039101067239072,0.6465941667556763,0.11484608799219131,0.8044741749763489,0.0009713427767232393,0.0002850432903016538,0.006702816085485284,True,0.04585295022342877,0.47887643292174176,0.2115592316727187,-0.8591612158686802,0.11469897802511952,0.5493342985317248,-0.21536606120904303
independent_zero,68,0.6459845900535583,0.11494340097542625,0.8024590459179921,0.6466019153594971,0.11544939130544662,0.8030299544334412,0.0009813527808279242,0.0002846411997200408,0.0065163523514228895,True,0.04632991799251352,0.47815118459511347,0.21177088793214632,-0.8639929247735633,0.1141679440491385,0.5451125943572495,-0.2149030579198946
independent_zero,69,0.6459845900535583,0.11561956897905325,0.8010414302180797,0.6466090679168701,0.1161271408200264,0.8016185760498047,0.0009903025227640334,0.0002839590083366298,0.006340641719542747,True,0.04703306889636905,0.47749804894528414,0.21183555609923813,-0.8686168493064607,0.11348127878649741,0.5409944765757759,-0.21421934252430713
independent_zero,70,0.6459845900535583,0.11636900259117113,0.7996611452102661,0.6466155648231506,0.1168774887919426,0.8002437353134155,0.0009980473959310262,0.00028324804695132325,0.006178817941077023,True,0.04796226212797356,0.4769173397701416,0.21175006471478533,-0.8730227770511789,0.11264038013260146,0.5369904494531373,-0.2133147342511979
independent_zero,71,0.6459845900535583,0.11718964766634156,0.7983219741598153,0.6466214060783386,0.11769835650920868,0.7989093661308289,0.0010046634579994067,0.00028212586011308296,0.00603393418072963,True,0.04911657880261157,0.4764092140735222,0.21151179384080532,-0.8772010466399898,0.11164728505609212,0.5331108054424083,-0.21218995083145725
independent_zero,72,0.6459845900535583,0.11807925487345586,0.797027587641492,0.6466265916824341,0.11858748644590378,0.797619104385376,0.001010127457802795,0.00028080842098682484,0.005908842975449549,True,0.05049429696039029,0.4759736858266614,0.21111872718531546,-0.881142554666387,0.11050466733538677,0.5293656004144819,-0.21084663022276195
independent_zero,73,0.6459845900535583,0.11903538586099516,0.795781533478771,0.6466311812400818,0.1195424348115921,0.7963765263557434,0.0010144926438565944,0.0002790888538224109,0.005806058009216201,True,0.05209286961654813,0.4756106393048403,0.21056950211874192,-0.8848387623482545,0.10921583015517794,0.5257646277571261,-0.20928734592059006
independent_zero,74,0.6459845900535583,0.12005541994038245,0.7945872270195004,0.6466351747512817,0.12056057155132294,0.7951849699020386,0.001017710741111002,0.00027721124849493,0.005727608827436721,True,0.05390890665592804,0.4753198418101907,0.20986345632744233,-0.8882817019479862,0.1077846939891416,0.522317391612178,-0.20751561578954542
independent_zero,75,0.6459845900535583,0.12113656126910785,0.7934479417746697,0.6466384530067444,0.12163911759853363,0.7940477728843689,0.0010197533946783588,0.0002749551056650205,0.00567490594732414,True,0.05593816105976305,0.4751009556075397,0.20900067015445867,-0.8914639829870045,0.10621577942760799,0.5190330792796237,-0.20553590371072378
independent_zero,76,0.6459845900535583,0.12227584651393852,0.7923668004459443,0.646641194820404,0.12277509272098541,0.7929680943489075,0.0010207501912005035,0.0002725524108043058,0.005648635773195767,True,0.058175520331127155,0.4749535489458378,0.20798200363565908,-0.8943787982540773,0.10451418559397814,0.5159205332422812,-0.2033536143306814
independent_zero,77,0.6459845900535583,0.12347015297320915,0.791346766366557,0.6466432809829712,0.12396537512540817,0.7919489145278931,0.001020637608909159,0.00026981221805187275,0.005648704507259272,True,0.060615003550063405,0.4748771059850237,0.20680912701183557,-0.8970199296027197,0.10268556394482949,0.5129882227688025,-0.20097508022655325
independent_zero,78,0.6459845900535583,0.1247162071359301,0.7903906353790177,0.6466448903083801,0.12520670890808105,0.7909929752349854,0.001019510528188952,0.0002668253587090037,0.005674241931241908,True,0.06324976471884132,0.474871035549372,0.2054845439833455,-0.8993817535290684,0.10073608801063297,0.5102442155233755,-0.19840754179681733
independent_zero,79,0.6459845900535583,0.12601059365425346,0.7895010281719034,0.6466458439826965,0.12649570405483246,0.790103018283844,0.0010173401370362233,0.00026347162952504503,0.005723666216174516,True,0.06607210288662835,0.4749346785996678,0.2040116066741524,-0.901459246469134,0.09867241958322202,0.5076961494342638,-0.1956591199992452
independent_zero,80,0.6459845900535583,0.12734976470470427,0.7886803830967329,0.64664626121521,0.12782879173755646,0.7892814874649048,0.0010142002197790314,0.0002600088105885714,0.005794800172079703,True,0.06907347958805025,0.47506731434998817,0.2023945215196509,-0.9032479898701256,0.0965016714873145,0.5053512049533618,-0.1927387817615859
independent_zero,81,0.6459845900535583,0.1287300497125179,0.7879309494846151,0.6466462016105652,0.12920235097408295,0.7885305285453796,0.0010100957301901066,0.00025634081076665875,0.005885019880394331,True,0.07224454358279157,0.4752681650270699,0.2006383457765356,-0.9047441748859377,0.0942313676007424,0.5032160781270311,-0.18965629867237707
independent_zero,82,0.6459845900535583,0.13014766541243025,0.787254781480988,0.6466456055641174,0.13061261177062988,0.78785240650177,0.0010051230206633626,0.0002523864937066278,0.005991415838041336,True,0.0755751634874732,0.475536399243742,0.19874897383853563,-0.9059446067604889,0.09186940069536534,0.5012969546442325,-0.1864221991701954
independent_zero,83,0.6459845900535583,0.13159872621834526,0.7866537324153501,0.6466445922851562,0.13205572962760925,0.7872487902641296,0.0009992741891929745,0.0002482446087278568,0.006110947534379555,True,0.07905446804166917,0.47587113402479,0.19673311330690943,-0.9068467087990921,0.08942398842927987,0.4995994850715972,-0.1830477145663954
independent_zero,84,0.6459845900535583,0.13307925487345587,0.7861294497214115,0.6466431021690369,0.1335277408361435,0.7867215275764465,0.0009926399404530796,0.0002439549303002647,0.0062405780588500335,True,0.08267089399520162,0.4762714355644657,0.1945982508869958,-0.907448525884752,0.0869036283022565,0.498128761667046,-0.17954471975489267
independent_zero,85,0.6459845900535583,0.13458519335162863,0.7856833704215941,0.6466411352157593,0.13502463698387146,0.7862720489501953,0.0009852434551745656,0.00023955674203072894,0.006377382781831911,True,0.08641224134869678,0.4767363187937995,0.19235260818484518,-0.9077487275419563,0.08431705166512601,0.4968892967706013,-0.1759256686914775
independent_zero,86,0.6459845900535583,0.1361124139801715,0.7853167171882519,0.6466387510299683,0.13654230535030365,0.7859014868736267,0.0009770817561007969,0.00023491240118554636,0.006518629542241382,True,0.09026573549653255,0.4772647458792625,0.19000508777875844,-0.907746610437229,0.08167317780552182,0.49588500314857853,-0.17220352581766588
