frame,target_x_m,target_y_m,target_z_m,actual_x_m,actual_y_m,actual_z_m,position_error_m,delta_q_norm_rad,success,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
10,0.7700961894323342,0.0,0.7,0.7700379490852356,-1.708702623837155e-16,0.6999804377555847,6.143793157913282e-05,0.02442857734392565,True,-4.145720352583994e-12,0.7656499719060018,-2.926493905539683e-12,-0.7055311520998448,6.553371310626187e-13,0.13161205933262668,0.0
11,0.7741994148081864,0.0,0.7,0.774131715297699,-1.3926576905576304e-16,0.6999770402908325,7.148686568381117e-05,0.02751943988385684,True,-4.198285226510339e-12,0.7802805171211245,-3.0569327689011052e-12,-0.6828663213038163,6.242496734927037e-13,0.12617402998213043,0.0
12,0.7786474508437579,0.0,0.7,0.7785689234733582,-3.1845050684972676e-16,0.6999732255935669,8.296635909653582e-05,0.030834939899091713,True,-4.258759060537933e-12,0.7966015813183006,-3.203205399194235e-12,-0.657422256310167,5.895016181524011e-13,0.12008995744383795,0.0
13,0.7834281057814544,0.0,0.7,0.7833365797996521,8.620762523975367e-17,0.6999686360359192,9.675072913281956e-05,0.034445620807088496,True,-4.3283323157532595e-12,0.8147454264629903,-3.3667267061765603e-12,-0.6289391061752523,5.508058250938396e-13,0.11330675506272372,0.0
14,0.7885282761783908,0.0,0.7,0.7884208559989929,-2.1300506931193341e-16,0.699962854385376,0.00011366130224343008,0.038451764759202964,True,-4.408576730292123e-12,0.8348916872612051,-3.549374130728544e-12,-0.5970702399867467,5.077842150755675e-13,0.10575415572166759,0.0
15,0.7939339828220179,0.0,0.7,0.7938065528869629,1.0211829212097845e-17,0.6999555826187134,0.00013494922048117258,0.043001623772768414,True,-4.5016221430857394e-12,0.8572902741310873,-3.75370405498017e-12,-0.5613407983572558,4.599275909154388e-13,0.09733691423933692,0.0
16,0.7996304090461712,0.0,0.7,0.7994764447212219,-1.1624680168118018e-16,0.6999458074569702,0.00016322329820562612,0.04832522067883762,True,-4.610457308543391e-12,0.8823003681244371,-3.9833194977931966e-12,-0.521076941263916,4.065295353776869e-13,0.08792182188348234,0.0
17,0.8056019413425244,0.0,0.7,0.8054110407829285,-1.0588589467036558e-16,0.6999320387840271,0.0002026369920092188,0.05480207390950872,True,-4.7394795283609354e-12,0.9104616638861752,-4.2435400797483644e-12,-0.47527631077176585,3.465712720337347e-13,0.07731470293794897,0.0
18,0.811832212156129,0.0,0.7,0.8115854263305664,-1.7340458496190037e-16,0.6999109387397766,0.0002623645398509091,0.06311088852248457,True,-4.895596482371943e-12,0.942636906813794,-4.542737926619734e-12,-0.4223483400106326,2.7850718110008763e-13,0.06521644257726826,0.0
19,0.8183041447477459,0.0,0.7,0.8179620504379272,9.18454765366783e-17,0.6998744010925293,0.00036442228577317557,0.07460438609716337,True,-5.090723329082073e-12,0.9803330083876649,-4.895334072632067e-12,-0.3595277705217489,1.9983756330982e-13,0.05113118787032871,0.0
20,0.825,0.0,0.7,0.8244588375091553,-2.6063542600193723e-16,0.6997971534729004,0.000577930406756363,0.0923883395115251,True,-5.348392654967959e-12,1.0265364896057991,-5.3295412196789275e-12,-0.281342243849435,1.0628179328726444e-13,0.034164543535185644,0.0
21,0.8319014250390679,0.0,0.7,0.8307201266288757,1.9191733705709035e-16,0.6995440721511841,0.001266229101406422,0.12349336462082079,True,-5.720323245097172e-12,1.0875859976713862,-5.9042316686530225e-12,-0.17611016885036115,-7.111522800590605e-15,0.012956548304374546,0.0
22,0.8389895035386299,0.0,0.7,0.8346848487854004,2.686415814193849e-16,0.6982864737510681,0.004633165737406739,0.13713879907904183,True,-6.169164977253983e-12,1.1551568970350818,-6.535707610618192e-12,-0.05814953989631641,-9.076797240132876e-14,-0.005113144243903802,0.0
23,0.846244807568205,0.0,0.7,0.8360306024551392,-2.8275653845243054e-16,0.6959084868431091,0.01100320253402574,0.05581309460772816,False,-6.361265556489663e-12,1.1837418496631582,-6.795386206682565e-12,-0.010212313534902798,-6.797085152919251e-14,-0.004957125923068506,0.0
24,0.8536474508437579,0.0,0.7,0.8370486497879028,-2.6560581533642547e-16,0.6933919191360474,0.01786580334595656,0.011985289931621268,False,-6.400943152061057e-12,1.1911447384588338,-6.853805564390274e-12,-0.0014179299097116002,-3.8338421600142226e-14,-0.0015654848929989593,0.0
25,0.8611771432346219,0.0,0.7,0.8380488753318787,-1.3251322240025176e-16,0.6908702254295349,0.024865026842707687,0.003914092615588377,False,-6.412082863019855e-12,1.1946665405713728,-6.87439948962553e-12,-0.0002509946036558026,-2.837365036477285e-14,-0.0003183710750175445,0.0
26,0.8688132463773361,0.0,0.7,0.8390395641326904,-9.25366554216378e-17,0.6883496642112732,0.03197190138848829,0.003078795579186476,False,-6.41989216513175e-12,1.1977297882824678,-6.890257244079221e-12,-9.8217155406091e-05,-2.6271700130503703e-14,-4.975474975846045e-05,0.0
27,0.8765348302439654,0.0,0.7,0.840018630027771,-9.947216119375601e-17,0.685836911201477,0.03916664349346317,0.0030057238211327673,False,-6.427386367217755e-12,1.200735052122439,-6.90552941846117e-12,-6.81241738146358e-05,-2.5931772060695813e-14,-6.634527751985587e-06,0.0
28,0.8843207305098519,0.0,0.7,0.8409833312034607,4.6468227486370917e-17,0.68333899974823,0.046429722248050115,0.0029781578658326147,False,-6.434838105294942e-12,1.203713178025841,-6.920622596595754e-12,-5.556833676234605e-05,-2.588281823325154e-14,-9.13665738957415e-07,0.0
29,0.8921496065635584,0.0,0.7,0.8419311046600342,3.076288139156058e-16,0.6808627843856812,0.05374133376557739,0.0029470935973755193,False,-6.4422573089977525e-12,1.2066602599056597,-6.93554861632601e-12,-4.728750388835466e-05,-2.5873775596917677e-14,-2.1142450004002145e-07,0.0
30,0.9,0.0,0.7,0.8428599834442139,-2.1117886627765314e-16,0.6784149408340454,0.061081063114465144,0.0029092274762080404,False,-6.44962907499161e-12,1.2095694806009525,-6.9502784076592555e-12,-4.1007169350832845e-05,-2.5870126795402238e-14,-1.02786460580774e-07,0.0
31,0.9078503934364415,0.0,0.7,0.8437677621841431,-2.412044901919236e-16,0.6760014891624451,0.06842888389151391,0.0028645232251913763,False,-6.456935520030225e-12,1.2124339994669722,-6.964779073046661e-12,-3.6009899244348676e-05,-2.586761925982614e-14,-6.858706523884603e-08,0.0
32,0.915679269490148,0.0,0.7,0.8446527123451233,-2.911760459481383e-16,0.6736282706260681,0.07576437111233326,0.0028132929303248395,False,-6.464158407577526e-12,1.2152472894280595,-6.97901848188509e-12,-3.1922563615858585e-05,-2.5865639142657304e-14,-4.99188101359051e-08,0.0
33,0.9234651697560347,0.0,0.7,0.8455132842063904,-8.961608581950498e-17,0.6713008880615234,0.08306705415988967,0.002755917569328035,False,-6.471279742092539e-12,1.2180032048842309,-6.992966105814871e-12,-2.850976138315046e-05,-2.5864012255596774e-14,-3.7770552642602674e-08,0.0
34,0.9311867536226639,0.0,0.7,0.846347987651825,-1.0732585068069789e-16,0.6690242886543274,0.09031672549879789,0.002692798403258573,False,-6.478282018384937e-12,1.2206960017285475,-7.0065932664782026e-12,-2.561221766407201e-05,-2.5862645922954956e-14,-2.937394208005971e-08,0.0
35,0.9388228567653781,0.0,0.7,0.8471556901931763,-7.758821796849391e-19,0.666803240776062,0.09749304718977611,0.0026243400299419146,False,-6.485148363367085e-12,1.2233203405729909,-7.019873220799824e-12,-2.3117770818108892e-05,-2.5861479248211012e-14,-2.335794210474451e-08,0.0
36,0.9463525491562421,0.0,0.7,0.8479352593421936,-7.267203874262995e-17,0.6646421551704407,0.10457600167023794,0.0025509415591557804,False,-6.491862619206719e-12,1.2258712812067911,-7.032781171924077e-12,-2.0944976457535486e-05,-2.5860469508546513e-14,-1.8926170448214288e-08,0.0
37,0.9537551924317951,0.0,0.7,0.8486856818199158,4.0501727405911625e-17,0.6625451445579529,0.11154581236606088,0.002472991256315328,False,-6.49840939260571e-12,1.22834427172411,-7.045294237870596e-12,-1.9033157457643436e-05,-2.5859585623180866e-14,-1.5585508785796416e-08,0.0
38,0.9610104964613699,0.0,0.7,0.849406361579895,-6.619054263024005e-17,0.6605159640312195,0.11838273530809464,0.002390863080545568,False,-6.504774086117809e-12,1.2307351342023598,-7.057391394081627e-12,-1.7336099306541222e-05,-2.5858804345047896e-14,-1.3017754892270938e-08,0.0
39,0.968098574960932,0.0,0.7,0.8500965237617493,-1.2632310562171734e-16,0.6585580706596375,0.12506765207145346,0.002304914397183532,False,-6.5109429128214055e-12,1.2330400480995505,-7.069053399272338e-12,-1.5817917106012593e-05,-2.585810788010818e-14,-1.1010766193035358e-08,0.0
40,0.975,0.0,0.7,0.8507556915283203,-8.845734474766109e-17,0.6566746234893799,0.1315816721180913,0.002215484486318415,False,-6.516902901417836e-12,1.2352555321637333,-7.08026271056114e-12,-1.4450266919543201e-05,-2.5857482335509114e-14,-9.419177262970716e-09,0.0
41,0.9816958552522541,0.0,0.7,0.85138338804245,-1.3376344303039911e-17,0.6548684239387512,0.13790648377824216,0.0021228936290876893,False,-6.522641889299638e-12,1.2373784254307607,-7.091003391946007e-12,-1.321041647068362e-05,-2.5856916674632426e-14,-8.140997539121088e-09,0.0
42,0.9881677878438709,0.0,0.7,0.8519792556762695,5.3637514351931315e-17,0.6531422138214111,0.14402419386868356,0.0020274426348053914,False,-6.528148515565647e-12,1.239405867750363,-7.1012610190524916e-12,-1.2079880634140748e-05,-2.585640199413404e-14,-7.103173430547231e-09,0.0
43,0.9943980586574755,0.0,0.7,0.8525431156158447,3.3190139005212504e-17,0.6514983177185059,0.1499174374430117,0.0019294127159359862,False,-6.5334122033187175e-12,1.24133528018792,-7.111022582347448e-12,-1.1043437264872272e-05,-2.585593101191444e-14,-6.2524131568989945e-09,0.0
44,1.0003695909538286,0.0,0.7,0.8530746698379517,2.2622555955267853e-17,0.6499388813972473,0.15556962872711136,0.0018290656432483983,False,-6.5384231421254184e-12,1.2431643455818369,-7.120276390516644e-12,-1.0088404731993958e-05,-2.5855497696966438e-14,-5.549204663457566e-09,0.0
45,1.006066017177982,0.0,0.7,0.8535739183425903,-5.0889739471038364e-18,0.6484659314155579,0.16096459372200103,0.0017266441290490484,False,-6.543172265442309e-12,1.244890989484438,-7.129011975344142e-12,-9.204103010472672e-06,-2.5855096996842744e-14,-4.9638246089318145e-09,0.0
46,1.011471723821609,0.0,0.7,0.8540406823158264,-1.760100583076546e-16,0.6470810770988464,0.16608716154662195,0.0016223723966974951,False,-6.547651225969208e-12,1.2465133616725628,-7.137219999160336e-12,-8.381445755395447e-06,-2.5854724633655106e-14,-4.473622750183117e-09,0.0
47,1.0165718942185455,0.0,0.7,0.8544749021530151,-1.975416358268589e-16,0.6457860469818115,0.17092275313296054,0.0015164569019656177,False,-6.5518523712291e-12,1.2480298183796392,-7.144892165711674e-12,-7.6126272907613135e-06,-2.5854376949024073e-14,-4.061138997592865e-09,0.0
48,1.021352549156242,0.0,0.7,0.8548766374588013,-7.773729576721067e-17,0.6445820331573486,0.17545763085277116,0.0014090871773832117,False,-6.55576871850603e-12,1.2494389053721793,-7.1520211351342585e-12,-6.890879349317261e-06,-2.5854050784571352e-14,-3.712776412103098e-09,0.0
49,1.0258005851918135,0.0,0.7,0.8552458882331848,1.0289078616887437e-16,0.6434704065322876,0.1796788790934385,0.0013004367752582214,False,-6.559393926526661e-12,1.2507393419693373,-7.158600443572444e-12,-6.210279704005255e-06,-2.5853743388563855e-14,-3.4178523992261797e-09,0.0
50,1.029903810567666,0.0,0.7,0.8555827140808105,3.2597215942134494e-17,0.6424521803855896,0.18357449774615275,0.0011906642888280213,False,-6.562722272608586e-12,1.2519300060836358,-7.164624427867802e-12,-5.565599844487251e-06,-2.5853452342068922e-14,-3.1679108907035143e-09,0.0
51,1.033650978628255,0.0,0.7,0.8558871150016785,-6.355457609838466e-17,0.641528308391571,0.1871334548684423,0.001079914434294616,False,-6.56574862449117e-12,1.2530099203437124,-7.170088155649151e-12,-4.952182324108158e-06,-2.585317549977801e-14,-2.9562177251116897e-09,0.0
52,1.03703181864639,0.0,0.7,0.8561592698097229,1.7876122132033656e-16,0.6406996846199036,0.19034549200559345,0.0009683191793759272,False,-6.568468419829715e-12,1.253978239345566,-7.174987361075516e-12,-4.3658408437398755e-06,-2.585291094200456e-14,-2.777386917771504e-09,0.0
53,1.0400370639745802,0.0,0.7,0.8563991189002991,2.287361652083403e-16,0.6399669647216797,0.19320160505501172,0.000855998906554124,False,-6.570877641590528e-12,1.254834238066933,-7.179318386418835e-12,-3.802777871580859e-06,-2.585265693528302e-14,-2.627099952715153e-09,0.0
54,1.042658477444273,0.0,0.7,0.8566068410873413,1.6751940004437749e-16,0.6393308043479919,0.19569354279626502,0.0007430636014773381,False,-6.57297279711157e-12,1.255577301469818,-7.1830781296229956e-12,-3.2595158735137024e-06,-2.5852411899513373e-14,-2.50189644339478e-09,0.0
55,1.0448888739433602,0.0,0.7,0.8567824959754944,1.1921141699657023e-16,0.6387916207313538,0.19781424398885944,0.0006296140590538844,False,-6.574750901239177e-12,1.2562069153085873,-7.186263997934699e-12,-2.7328391157687858e-06,-2.585217438029072e-14,-2.3990129004133517e-09,0.0
56,1.0467221401100708,0.0,0.7,0.8569260835647583,6.5357062210141814e-18,0.6383499503135681,0.19955769017126598,0.0005157431017708396,False,-6.576209457978968e-12,1.2567226581551274,-7.188873867669743e-12,-2.2197436927194865e-06,-2.585194302515181e-14,-2.316263143202355e-09,0.0
57,1.0481532510892706,0.0,0.7,0.8570377230644226,-2.4984422625391745e-16,0.6380060315132141,0.20091888209164677,0.0004015368072806046,False,-6.577346447010238e-12,1.257124194648171,-7.190906050155397e-12,-1.7173939033935434e-06,-2.5851716562897583e-14,-2.2519463892315597e-09,0.0
58,1.049178284305241,0.0,0.7,0.8571174144744873,-1.9170727288617129e-16,0.6377602815628052,0.20189393322060725,0.00028707574816062923,False,-6.578160311272737e-12,1.2574112699707594,-7.192359263872638e-12,-1.223083476928301e-06,-2.5851493785251432e-14,-2.204778655294325e-09,0.0
59,1.049794430213186,0.0,0.7,0.8571652173995972,-2.3885651486213466e-16,0.6376126408576965,0.20248011312208833,0.00017243628000641753,False,-6.5786499486784885e-12,1.2575837055577355,-7.193232612810792e-12,-7.342004063014008e-07,-2.5851273530255412e-14,-2.17384373376562e-09,0.0
60,1.05,0.0,0.7,0.8571811318397522,-3.291197338533419e-16,0.6375634670257568,0.20267569308736258,5.769252333042701e-05,False,-6.578814704100005e-12,1.257641396033954,-7.193525571040861e-12,-2.4819433580297707e-07,-2.5851054666934565e-14,-2.1585577818314818e-09,0.0
61,1.049794430213186,0.0,0.7,0.8571652173995972,-1.5671464776920163e-16,0.6376125812530518,0.20248013148723998,5.7090716274804304e-05,False,-6.5786543662159495e-12,1.2575843073833302,-7.193237973510563e-12,2.374544153096458e-07,-2.5850836080793423e-14,-2.1586485042355412e-09,0.0
62,1.049178284305241,0.0,0.7,0.8571174144744873,-9.18454765366783e-17,0.6377601027488708,0.20189398834531166,0.00017183172696533136,False,-6.5781691661122e-12,1.2574124763487855,-7.192370013062397e-12,7.252650354801218e-07,-2.5850616659736774e-14,-2.1741450793346494e-09,0.0
63,1.0481532510892706,0.0,0.7,0.8570377826690674,-2.877303159187078e-16,0.6380058526992798,0.20091888056879345,0.00028646570883746834,False,-6.57735977860569e-12,1.257126011063345,-7.190922243680475e-12,1.2177864038434281e-06,-2.585039528006938e-14,-2.20537903979455e-09,0.0
64,1.0467221401100708,0.0,0.7,0.8569261431694031,-1.4125121428412712e-17,0.638349711894989,0.19955770713789234,0.0004009184619573716,False,-6.576227326733924e-12,1.2567250929129745,-7.188895589968481e-12,1.7176280761595178e-06,-2.5850170792282005e-14,-2.252997529877209e-09,0.0
65,1.0448888739433602,0.0,0.7,0.8567826151847839,-1.0164395367051604e-16,0.6387912631034851,0.19781424128867772,0.0005151135333188445,False,-6.5747733883744165e-12,1.2562099796319905,-7.186291362866328e-12,2.227492911012209e-06,-2.5849942006119058e-14,-2.3179877310532294e-09,0.0
66,1.0426584774442729,0.0,0.7,0.8566069602966309,-3.252606517456513e-17,0.6393303275108337,0.1956935772908299,0.0006289702173134191,False,-6.573000006151688e-12,1.2555810096318858,-7.183111281612443e-12,2.750212248566341e-06,-2.5849707674687448e-14,-2.4017142212800704e-09,0.0
67,1.0400370639745802,0.0,0.7,0.8563992977142334,1.8680125805567438e-16,0.6399664282798767,0.19320160178053633,0.0007424022632330998,False,-6.570909698993279e-12,1.2548386075640052,-7.179357501955702e-12,3.2887846933305377e-06,-2.5849466477025663e-14,-2.5059732743981603e-09,0.0
68,1.03703181864639,0.0,0.7,0.8561594486236572,-2.2139408362154e-16,0.6406990885734558,0.19034550778429002,0.0008553166302980297,False,-6.56850547778684e-12,1.253983291115486,-7.175032650617273e-12,3.846419730181675e-06,-2.584921699870284e-14,-2.6330661751733906e-09,0.0
69,1.033650978628255,0.0,0.7,0.8558873534202576,-3.3881317890172014e-19,0.6415277123451233,0.18713341462893268,0.0009676122533284385,False,-6.565790861259198e-12,1.2530156790360882,-7.170139865994482e-12,4.426587665478743e-06,-2.584895770976916e-14,-2.7858965328286125e-09,0.0
70,1.029903810567666,0.0,0.7,0.8555829524993896,-1.8448716404377563e-16,0.6424514651298523,0.1835744955688581,0.0010791788157164287,False,-6.562769896239846e-12,1.2519365003907932,-7.164682845084728e-12,5.033077742528255e-06,-2.5848686939281488e-14,-2.968098975714737e-09,0.0
71,1.0258005851918135,0.0,0.7,0.8552461266517639,4.82774898617061e-17,0.6434695720672607,0.1796789153188212,0.0011898955321301304,False,-6.559447178395916e-12,1.2507466050291633,-7.1586658965898775e-12,5.670066758857276e-06,-2.5848402845473722e-14,-3.184209067818594e-09,0.0
72,1.021352549156242,0.0,0.7,0.8548769354820251,-1.6059405866762633e-16,0.644581139087677,0.17545763047820553,0.0012996299457015011,False,-6.555827874936096e-12,1.249446975257267,-7.152094000136626e-12,6.342201168819263e-06,-2.584810338028172e-14,-3.439887504609049e-09,0.0
73,1.0165718942185455,0.0,0.7,0.8544752597808838,5.568055782070869e-17,0.6457850933074951,0.17092271646476356,0.0014082367461999558,False,-6.551917749250166e-12,1.24803873869131,-7.144972871516024e-12,7.0546965482930244e-06,-2.5847786246668575e-14,-3.742216896058404e-09,0.0
74,1.011471723821609,0.0,0.7,0.8540409803390503,-1.9844287888273748e-16,0.6470800638198853,0.1660872019114617,0.0015155566174081992,False,-6.547723188245294e-12,1.2465231822638392,-7.1373090338078966e-12,7.813459511062494e-06,-2.5847448846645996e-14,-4.100099640471422e-09,0.0
75,1.006066017177982,0.0,0.7,0.853574275970459,-2.5464859713074384e-16,0.6484648585319519,0.16096459841416658,0.0016214151236772954,False,-6.543251227473093e-12,1.244901767343375,-7.129109894207567e-12,8.625238874718432e-06,-2.584708821722307e-14,-4.524793856505673e-09,0.0
76,1.0003695909538288,0.0,0.7,0.8530750870704651,2.0162772276441365e-17,0.6499377489089966,0.15556959811783574,0.0017256216474693597,False,-6.538509578875013e-12,1.243176145916519,-7.12038382631973e-12,9.497815221049956e-06,-2.5846700950608386e-14,-5.030643716616015e-09,0.0
77,0.9943980586574757,0.0,0.7,0.8525435328483582,9.668711686318388e-17,0.6514970660209656,0.1499174476073554,0.0018279683914848744,False,-6.533506660209202e-12,1.2413481777679725,-7.111140257621884e-12,1.0440241365055477e-05,-2.5846283093646977e-14,-5.636086544450801e-09,0.0
78,0.988167787843871,0.0,0.7,0.851979672908783,1.0231819189653046e-16,0.6531409025192261,0.14402422597009654,0.0019282294606718952,False,-6.528251620067166e-12,1.2394199485786233,-7.101389761735543e-12,1.146315103742879e-05,-2.5845830019648747e-14,-6.365060341773847e-09,0.0
79,0.9816958552522541,0.0,0.7,0.8513838052749634,-5.820810413531552e-17,0.6548670530319214,0.1379065381746178,0.002026160040787487,False,-6.522754369048441e-12,1.237393788845185,-7.09114415507373e-12,1.2579160112135008e-05,-2.5845336263065288e-14,-7.248997203618306e-09,0.0
80,0.9750000000000001,0.0,0.7,0.8507561683654785,-2.4265461059762294e-16,0.6566731333732605,0.13158171252464612,0.0021214956910187493,False,-6.517025598974237e-12,1.2352722935073963,-7.080416597371745e-12,1.3803395045378003e-05,-2.584479530362796e-14,-8.329694852920644e-09,0.0
81,0.9680985749609321,0.0,0.7,0.8500970005989075,1.0242322398199e-16,0.6585565805435181,0.12506769594168723,0.002213951767938505,False,-6.5110768165587785e-12,1.2330583421515429,-7.069221695555289e-12,1.515419885235152e-05,-2.584419928073877e-14,-9.663523407288808e-09,0.0
82,0.96101049646137,0.0,0.7,0.8494069576263428,-5.080164804452392e-17,0.6605144143104553,0.1183826902792288,0.002303222996145636,False,-6.5049203574754415e-12,1.2307551196437723,-7.05757561038258e-12,1.665408892611203e-05,-2.5843538610305907e-14,-1.132770731363653e-08,0.0
83,0.9537551924317951,0.0,0.7,0.8486862778663635,1.1061911477962261e-16,0.662543535232544,0.11154579131833539,0.0023889831959467093,False,-6.498569414817406e-12,1.2283661370364232,-7.0454961653317575e-12,1.833107873936305e-05,-2.584280146281185e-14,-1.34299050389838e-08,0.0
84,0.9463525491562421,0.0,0.7,0.8479358553886414,1.3027366728771139e-17,0.664640486240387,0.10457600501769977,0.0024708851682785833,False,-6.49203805256436e-12,1.2258952525905693,-7.033002957351267e-12,2.022053614532674e-05,-2.5841973040537232e-14,-1.6123152664581905e-08,0.0
85,0.9388228567653781,0.0,0.7,0.8471563458442688,-3.7647565186843535e-16,0.6668015122413635,0.09749301930861609,0.002548560717610519,False,-6.4853412259716196e-12,1.2233466927775822,-7.020117469425743e-12,2.2367851316607017e-05,-2.5841034558066546e-14,-1.9629745022399283e-08,0.0
86,0.931186753622664,0.0,0.7,0.8463487029075623,-1.3286219997452053e-16,0.6690224409103394,0.09031668736336376,0.0026216207571358786,False,-6.4784947985119224e-12,1.2207250731788553,-7.0068631856024155e-12,2.4832358300824783e-05,-2.5839961773833503e-14,-2.4280341718056586e-08,0.0
87,0.9234651697560347,0.0,0.7,0.8455139994621277,-6.531301649688459e-17,0.6712989807128906,0.0830670419499136,0.0026896553716804425,False,-6.471515555500805e-12,1.2180354193287035,-6.993265710474678e-12,2.7693255659550232e-05,-2.583872282129788e-14,-3.0579415247508025e-08,0.0
88,0.9156792694901481,0.0,0.7,0.8446534872055054,-2.6875677790021146e-16,0.6736264228820801,0.07576428788776633,0.002752233580021634,False,-6.464421234969747e-12,1.2152831878064898,-6.979352897752037e-12,3.1058824789762496e-05,-2.5837274900167884e-14,-3.931619401293784e-08,0.0
89,0.9078503934364415,0.0,0.7,0.8437684774398804,-2.027593587819454e-16,0.6759994626045227,0.068428924827605,0.0028089022680063544,False,-6.457230562666674e-12,1.2124742884187056,-6.965154997775316e-12,3.508130690129814e-05,-2.58355589900712e-14,-5.175084265757686e-08,0.0
90,0.9,0.0,0.7,0.842860758304596,-4.152494320619482e-17,0.678412914276123,0.06108105444060223,0.002859183188092491,False,-6.449963321866988e-12,1.2096151094305323,-6.950704844607957e-12,3.998195269507322e-05,-2.5833490786646243e-14,-6.990651714600719e-08,0.0
91,0.8921496065635586,0.0,0.7,0.841931939125061,-7.765259247248524e-17,0.6808607578277588,0.053741275700258835,0.0029025656129171742,False,-6.4426404941416565e-12,1.2067125502559064,-6.936038126775256e-12,4.609540951573194e-05,-2.5830943413505418e-14,-9.69248667045629e-08,0.0
92,0.884320730509852,0.0,0.7,0.840984046459198,2.2392162993614684e-17,0.6833369135856628,0.04642980328795158,0.0029384890188258427,False,-6.435284542995227e-12,1.2037740717442758,-6.921193840470525e-12,5.3953452299072426e-05,-2.5827709477937013e-14,-1.370323012593014e-07,0.0
93,0.8765348302439654,0.0,0.7,0.8400194644927979,-1.9150059684704124e-16,0.6858347654342651,0.039166641498140066,0.002966301507504465,False,-6.4279200221837654e-12,1.2008077888293378,-6.906215163914391e-12,6.445577774875063e-05,-2.5823404848263488e-14,-1.9298456956479514e-07,0.0
94,0.868813246377336,0.0,0.7,0.8390404582023621,-3.8494936947276737e-16,0.6883475184440613,0.03197185077725969,0.002985153354510984,False,-6.420575026306953e-12,1.1978226721599192,-6.891151392050773e-12,7.925497674214751e-05,-2.5817197385116637e-14,-2.5312292247724684e-07,0.0
95,0.861177143234622,0.0,0.7,0.8380497694015503,-2.061847600206418e-16,0.6908679008483887,0.024865048870442833,0.0029936915228665935,False,-6.413284969206391e-12,1.194829065132831,-6.876062906792979e-12,0.00010174722853918985,-2.5807012463022528e-14,-2.4533160091663414e-07,0.0
96,0.8536474508437579,0.0,0.7,0.8370503187179565,-1.4940983563208055e-16,0.6933882236480713,0.017865620093610843,0.00298899462234383,False,-6.406104636041197e-12,1.1918403175414964,-6.861036815398922e-12,0.00014017371257983154,-2.5787404907978984e-14,5.965397141646581e-08,0.0
